Department,JobLevel,JobRole,BusinessTravel,OverTime,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,TrainingTimesLastYear,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
Sales,2,Sales Executive,Travel_Rarely,No,3,3,4,2,3,2,14,2,9,7,6,7,No
Sales,4,Manager,Travel_Rarely,No,4,3,2,1,3,2,37,3,10,9,7,7,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,2,3,2,15,9,11,9,6,9,No
Research & Development,4,Manufacturing Director,Travel_Rarely,No,3,3,3,2,3,3,22,7,20,6,5,13,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,2,4,4,3,9,0,8,7,3,7,No
Sales,4,Manager,Travel_Rarely,No,3,3,1,2,3,2,22,7,18,16,11,8,No
Research & Development,2,Research Scientist,Travel_Rarely,Yes,3,3,1,4,3,3,18,3,10,9,6,9,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,2,2,2,2,8,6,6,5,4,3,No
Sales,2,Sales Executive,Travel_Rarely,No,4,4,4,1,4,4,13,4,7,7,5,7,No
Sales,2,Sales Executive,Travel_Rarely,No,4,3,1,4,4,2,18,7,14,7,8,10,No
Human Resources,3,Human Resources,Travel_Rarely,No,3,3,2,3,4,1,16,2,9,7,7,1,No
Research & Development,3,Research Director,Travel_Rarely,No,3,3,4,3,3,6,10,3,7,7,7,7,No
Human Resources,5,Manager,Travel_Rarely,No,3,2,4,2,2,2,23,3,21,6,12,6,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,1,2,1,3,4,10,7,7,7,3,7,Yes
Sales,2,Sales Executive,Travel_Rarely,No,4,3,4,3,2,2,10,7,8,7,7,7,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,3,2,3,2,10,3,5,1,4,3,No
Human Resources,2,Human Resources,Travel_Rarely,No,3,4,2,3,1,3,12,9,8,3,3,6,No
Sales,2,Sales Representative,Travel_Rarely,No,3,1,3,2,3,3,9,0,8,7,3,1,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,1,4,2,3,6,0,5,3,4,3,No
Research & Development,3,Research Director,Travel_Rarely,No,3,3,3,3,4,3,14,0,13,9,3,7,No
Research & Development,5,Research Director,Travel_Rarely,Yes,3,3,2,4,3,2,40,7,31,15,13,8,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,3,4,3,2,3,12,4,9,7,7,3,Yes
Sales,4,Manager,Travel_Rarely,No,3,3,3,1,2,2,29,2,20,6,4,17,No
Sales,4,Sales Executive,Travel_Rarely,No,3,3,4,1,3,3,28,5,2,0,2,2,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,2,2,4,3,2,16,3,13,10,4,8,No
Research & Development,4,Research Director,Travel_Rarely,No,3,3,4,4,3,0,33,6,12,9,3,8,No
Sales,2,Sales Executive,Travel_Rarely,Yes,4,3,4,3,3,2,8,0,7,6,7,7,No
Research & Development,2,Healthcare Representative,Travel_Rarely,Yes,3,3,4,3,2,2,17,0,16,8,4,11,No
Sales,1,Sales Representative,Travel_Rarely,No,3,2,3,2,4,2,13,3,7,7,5,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,1,4,3,3,20,2,18,13,2,17,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,4,3,3,3,3,6,16,4,11,8,3,9,No
Research & Development,2,Healthcare Representative,Travel_Rarely,Yes,3,3,4,4,1,2,10,0,9,7,8,5,No
Sales,3,Sales Executive,Travel_Rarely,No,3,2,3,1,1,2,17,5,14,1,11,7,Yes
Research & Development,4,Manager,Travel_Rarely,No,3,3,4,4,2,2,26,2,9,8,7,8,No
Sales,4,Manager,Travel_Rarely,No,3,3,3,3,4,3,22,6,17,13,15,2,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,3,3,4,2,10,5,8,4,7,7,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,2,3,3,3,3,27,7,15,11,4,8,No
Research & Development,4,Manufacturing Director,Travel_Rarely,Yes,3,2,4,3,3,4,30,3,5,3,4,3,No
Sales,4,Sales Executive,Travel_Rarely,Yes,3,4,4,4,3,2,23,3,12,11,11,11,No
Research & Development,5,Research Director,Travel_Rarely,Yes,3,3,3,2,2,2,29,2,8,1,7,7,No
Sales,3,Sales Executive,Travel_Rarely,No,3,2,3,3,3,4,13,6,9,4,7,0,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,2,4,4,2,2,15,0,14,8,7,8,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,3,1,4,2,18,9,10,0,2,7,Yes
Research & Development,3,Healthcare Representative,Travel_Rarely,No,4,3,4,1,3,6,14,4,11,10,11,1,No
Human Resources,3,Human Resources,Travel_Rarely,No,3,2,1,2,3,1,24,9,20,6,3,6,Yes
Sales,3,Sales Executive,Travel_Rarely,Yes,4,3,1,4,3,2,9,0,8,7,4,7,Yes
Research & Development,4,Manager,Travel_Rarely,No,3,3,1,4,3,3,23,0,22,6,13,7,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,3,2,2,3,4,18,7,8,6,4,0,No
Sales,3,Sales Executive,Travel_Rarely,Yes,3,2,3,3,3,2,9,0,8,7,2,7,No
Sales,4,Manager,Travel_Rarely,No,3,3,3,1,3,3,23,3,12,9,4,9,No
Sales,4,Sales Executive,Travel_Rarely,No,3,2,2,4,3,3,22,6,9,8,2,3,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,2,2,3,4,2,15,2,7,7,6,4,No
Research & Development,5,Manager,Travel_Rarely,No,3,3,3,4,3,6,26,3,7,7,4,7,No
Sales,4,Manager,Travel_Rarely,No,4,3,1,3,3,2,28,8,26,15,15,9,No
Research & Development,3,Manufacturing Director,Travel_Rarely,Yes,4,1,1,3,3,2,17,2,7,7,7,7,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,1,3,5,15,0,14,10,4,10,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,4,3,2,4,3,2,12,0,11,9,5,7,No
Sales,5,Manager,Travel_Rarely,No,3,3,2,2,3,5,26,7,22,9,3,10,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,3,4,4,2,6,25,6,9,7,5,4,No
Sales,3,Sales Executive,Travel_Rarely,No,3,2,4,4,4,3,23,3,21,7,15,17,No
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,3,3,2,3,3,2,18,9,16,14,5,12,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,3,2,3,2,10,3,7,7,7,7,Yes
Research & Development,4,Manager,Travel_Rarely,Yes,3,2,2,3,3,4,21,6,19,9,15,2,No
Human Resources,1,Human Resources,Travel_Rarely,No,3,3,1,4,4,3,10,6,7,6,5,7,No
Sales,3,Sales Executive,Travel_Rarely,Yes,3,3,2,2,2,2,10,9,8,7,7,7,Yes
Research & Development,5,Manager,Travel_Rarely,No,3,1,3,4,3,5,23,4,19,9,9,11,No
Human Resources,5,Manager,Travel_Rarely,No,3,3,2,4,3,4,36,6,7,3,7,7,No
Research & Development,3,Manufacturing Director,Travel_Rarely,Yes,3,2,1,3,2,0,31,7,10,9,5,9,Yes
Sales,4,Sales Executive,Travel_Rarely,Yes,3,4,3,1,2,2,24,6,19,7,3,8,Yes
Research & Development,4,Manufacturing Director,Travel_Rarely,Yes,3,3,2,4,3,0,33,4,19,16,15,9,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,4,4,3,2,3,0,15,5,12,11,11,8,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,3,3,2,3,1,10,4,8,7,7,7,No
Research & Development,4,Research Director,Travel_Rarely,No,3,3,4,4,2,3,29,6,20,7,12,7,No
Research & Development,4,Research Director,Travel_Rarely,No,3,3,3,1,4,2,26,3,20,17,5,6,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,4,1,4,1,28,4,7,7,4,3,Yes
Research & Development,4,Research Director,Travel_Rarely,No,3,4,2,4,2,2,35,4,9,8,8,8,No
Sales,2,Sales Executive,Travel_Rarely,No,3,1,1,4,3,2,15,3,13,9,3,12,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,4,2,2,4,8,2,1,2,2,No
Research & Development,2,Research Scientist,Travel_Rarely,No,4,4,3,2,2,2,13,0,12,9,2,8,No
Sales,2,Sales Executive,Travel_Rarely,Yes,4,2,2,1,4,2,16,0,15,9,10,10,Yes
Research & Development,4,Research Director,Travel_Rarely,No,3,3,1,4,4,1,24,3,20,6,14,17,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,3,2,2,3,3,9,4,2,0,2,2,No
Sales,4,Manager,Travel_Rarely,No,3,3,2,3,4,2,23,8,13,12,5,1,No
Sales,1,Sales Representative,Travel_Rarely,Yes,4,3,3,2,3,4,12,0,11,10,5,7,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,1,4,5,9,0,8,4,7,1,No
Sales,1,Sales Representative,Travel_Rarely,No,4,2,3,2,3,5,6,0,5,3,4,2,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,2,2,4,3,2,12,3,7,1,2,5,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,3,3,2,18,8,8,7,7,7,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,2,3,3,3,10,0,9,8,7,7,No
Sales,3,Sales Executive,Travel_Rarely,No,3,4,3,4,3,3,11,2,7,6,7,6,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,1,2,3,3,10,2,7,7,7,7,No
Sales,3,Sales Executive,Travel_Rarely,No,3,2,1,4,3,3,15,9,13,12,6,0,Yes
Research & Development,4,Healthcare Representative,Travel_Rarely,Yes,3,2,3,3,3,3,30,2,15,11,2,12,No
Research & Development,4,Manager,Travel_Rarely,No,4,3,3,2,3,6,36,3,10,8,4,7,No
Sales,2,Sales Representative,Travel_Rarely,No,3,3,4,3,2,2,17,3,13,7,6,7,No
Research & Development,5,Research Director,Travel_Rarely,Yes,3,3,4,3,3,3,24,7,2,1,2,2,No
Research & Development,3,Healthcare Representative,Travel_Rarely,Yes,3,3,1,4,3,1,15,7,12,8,5,7,No
Human Resources,2,Human Resources,Travel_Rarely,No,3,3,2,3,2,4,19,2,10,0,4,7,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,4,1,4,3,1,14,6,10,8,7,6,No
Research & Development,3,Research Director,Travel_Rarely,No,4,3,3,3,3,3,9,7,4,3,2,2,No
Sales,3,Sales Executive,Travel_Rarely,Yes,3,3,3,3,4,3,23,0,22,14,13,5,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,4,3,2,4,4,2,13,4,9,7,3,7,Yes
Research & Development,3,Manufacturing Director,Travel_Rarely,Yes,3,2,2,3,3,4,28,8,22,11,14,10,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,1,2,3,3,15,2,7,4,7,7,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,3,4,4,2,4,12,3,9,8,4,7,No
Sales,4,Sales Executive,Travel_Rarely,No,3,4,1,1,3,5,25,2,19,17,2,8,No
Research & Development,5,Manager,Travel_Rarely,No,3,2,3,1,3,2,21,7,16,12,6,14,No
Research & Development,5,Research Director,Travel_Rarely,No,3,2,2,4,3,3,29,4,22,10,12,9,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,2,4,2,2,2,10,0,9,8,3,8,No
Research & Development,4,Manager,Travel_Rarely,No,3,3,1,1,3,3,22,2,19,7,11,16,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,4,1,2,3,5,10,2,2,0,2,2,No
Research & Development,3,Research Director,Travel_Rarely,No,3,3,1,3,4,3,18,9,13,7,5,7,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,3,3,4,3,0,6,3,2,0,2,2,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,1,3,2,6,8,0,7,7,7,6,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,3,1,2,6,9,3,4,3,2,3,No
Sales,4,Sales Executive,Travel_Rarely,No,3,3,1,2,3,3,21,0,20,8,11,10,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,2,2,3,4,15,3,11,8,5,10,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,4,3,3,1,3,3,25,2,17,14,12,11,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,2,4,3,3,16,0,15,13,5,8,No
Research & Development,2,Healthcare Representative,Travel_Rarely,Yes,3,3,4,2,3,6,10,0,9,7,8,1,No
Sales,3,Sales Executive,Travel_Rarely,No,3,2,4,1,3,2,10,0,9,7,3,4,No
Research & Development,5,Manager,Travel_Rarely,No,3,3,3,1,2,2,24,5,22,6,4,14,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,3,4,1,4,14,8,10,9,9,8,Yes
Sales,4,Sales Executive,Travel_Rarely,No,3,2,4,2,2,2,21,0,20,9,9,6,No
Human Resources,5,Manager,Non-Travel,No,4,2,4,3,3,3,30,9,3,2,2,2,No
Research & Development,2,Research Scientist,Travel_Rarely,Yes,4,3,3,4,3,2,19,3,3,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,1,4,3,3,8,5,3,2,2,2,No
Research & Development,2,Laboratory Technician,Travel_Rarely,Yes,3,3,4,3,4,2,15,8,7,2,3,7,No
Sales,2,Sales Executive,Non-Travel,No,3,3,4,3,3,2,4,0,3,2,2,2,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,2,2,3,2,3,11,2,8,2,7,7,Yes
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,1,4,1,2,4,5,5,3,2,2,2,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,4,2,3,2,4,0,3,2,2,2,No
Sales,4,Sales Executive,Travel_Frequently,Yes,3,3,3,4,2,2,28,9,22,2,11,13,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,4,2,4,4,2,2,5,0,4,2,2,3,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,2,4,2,2,10,9,5,2,2,3,No
Research & Development,1,Laboratory Technician,Non-Travel,No,3,2,4,1,2,2,6,0,5,2,3,4,No
Research & Development,2,Healthcare Representative,Travel_Frequently,No,3,3,4,4,2,2,12,4,5,2,2,2,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,4,1,3,2,4,0,3,2,2,2,No
Research & Development,5,Manager,Travel_Rarely,No,3,3,1,4,3,2,28,4,5,2,4,2,No
Sales,3,Sales Executive,Non-Travel,Yes,3,2,4,3,2,6,16,4,13,2,4,12,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,3,3,3,3,4,0,3,2,2,2,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,2,4,1,3,6,10,0,9,2,6,7,No
Sales,2,Sales Executive,Travel_Frequently,Yes,3,3,3,4,2,0,5,0,4,2,3,2,Yes
Sales,3,Sales Executive,Travel_Frequently,No,3,3,2,2,3,5,14,2,4,2,3,2,No
Research & Development,2,Research Scientist,Travel_Frequently,Yes,3,3,4,4,2,4,12,3,6,2,3,3,No
Sales,1,Sales Representative,Travel_Rarely,No,3,2,1,1,3,2,6,3,3,2,2,2,Yes
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,1,3,2,3,10,8,8,2,7,6,No
Research & Development,2,Manufacturing Director,Travel_Frequently,No,3,3,3,1,1,2,10,0,9,2,3,8,No
Research & Development,3,Manufacturing Director,Travel_Rarely,Yes,3,3,4,3,2,2,18,6,4,2,3,3,No
Sales,3,Sales Executive,Travel_Frequently,No,3,3,1,1,3,3,9,2,3,2,2,2,No
Sales,3,Sales Executive,Travel_Rarely,Yes,3,2,1,4,3,3,20,4,3,2,2,0,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,2,1,3,3,6,9,2,2,2,2,No
Sales,5,Manager,Travel_Rarely,No,3,3,1,2,2,2,22,3,2,2,2,1,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,1,3,3,3,4,3,2,2,2,2,No
Sales,3,Sales Executive,Travel_Frequently,No,3,3,4,3,3,3,16,4,2,2,2,1,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,1,3,2,3,2,4,3,2,2,2,2,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,2,3,1,3,3,6,2,2,2,2,2,No
Research & Development,1,Research Scientist,Non-Travel,No,3,3,2,4,1,1,6,6,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,1,3,3,3,19,4,2,2,2,2,No
Research & Development,2,Manufacturing Director,Travel_Frequently,No,3,2,1,3,3,1,6,5,2,2,2,0,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,4,3,2,3,6,7,2,2,2,2,No
Human Resources,1,Human Resources,Travel_Rarely,No,3,3,3,2,2,2,7,8,2,2,2,2,No
Research & Development,3,Research Director,Travel_Frequently,No,3,3,3,2,3,3,9,9,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,4,3,1,2,3,0,2,2,2,2,No
Sales,2,Sales Executive,Non-Travel,Yes,3,3,3,4,4,2,4,7,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,2,2,3,3,5,3,0,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,3,4,3,3,6,4,2,2,2,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,3,3,2,3,4,8,4,2,2,2,0,No
Sales,1,Sales Representative,Travel_Frequently,No,3,3,4,4,3,3,3,0,2,2,2,1,No
Research & Development,1,Research Scientist,Travel_Rarely,No,4,3,3,1,3,3,3,0,2,2,2,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,4,2,2,3,3,12,3,2,2,2,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,1,3,3,4,9,2,2,2,0,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,1,3,1,10,8,2,2,2,2,No
Sales,1,Sales Representative,Travel_Rarely,No,3,3,2,4,3,2,4,7,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,4,3,3,3,2,7,6,2,2,2,2,Yes
Sales,2,Sales Executive,Travel_Frequently,No,3,2,4,4,3,5,7,3,2,2,2,2,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,3,4,4,3,4,19,2,2,2,2,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,1,4,1,3,2,5,3,2,2,2,0,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,4,3,4,3,0,7,3,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,3,3,2,3,5,6,2,2,2,1,Yes
Research & Development,2,Manufacturing Director,Travel_Rarely,No,4,2,4,4,1,2,4,6,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,3,3,3,2,6,5,2,2,2,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,4,3,1,4,1,2,8,7,2,2,2,2,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,2,3,3,2,4,9,2,2,2,2,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,2,3,1,3,0,19,2,2,2,2,2,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,3,4,3,6,8,6,2,2,2,1,No
Sales,2,Sales Executive,Non-Travel,No,3,1,1,2,3,6,7,8,2,2,2,2,Yes
Sales,1,Sales Representative,Non-Travel,No,3,2,4,2,2,2,3,0,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,3,3,3,3,2,8,3,2,2,2,2,No
Research & Development,5,Research Director,Travel_Rarely,No,3,3,4,4,3,0,23,9,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,4,2,2,1,3,0,5,4,2,2,2,2,Yes
Sales,1,Sales Representative,Travel_Frequently,No,3,4,4,3,3,4,3,0,2,2,2,2,No
Research & Development,4,Manager,Travel_Frequently,No,4,3,1,4,3,3,32,2,2,2,2,2,No
Research & Development,3,Manufacturing Director,Travel_Frequently,No,3,3,4,3,3,2,10,2,2,2,2,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,Yes,3,3,4,2,1,2,7,6,2,2,2,2,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,3,3,3,15,4,2,2,2,2,No
Research & Development,3,Manufacturing Director,Travel_Frequently,Yes,3,3,3,2,2,2,16,5,2,2,2,2,No
Research & Development,2,Healthcare Representative,Non-Travel,Yes,3,3,4,4,3,2,8,3,2,2,2,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,1,1,6,8,2,2,2,2,2,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,4,2,2,3,9,9,2,2,2,1,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,4,3,4,3,2,4,2,2,2,2,2,No
Research & Development,4,Manager,Travel_Frequently,No,4,2,4,3,3,3,23,2,2,2,2,2,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,1,4,1,2,2,7,6,2,2,2,2,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,1,4,2,2,17,4,2,2,2,2,No
Human Resources,1,Human Resources,Travel_Rarely,Yes,3,3,4,3,3,2,8,4,2,2,2,2,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,1,2,3,3,16,5,2,2,2,2,Yes
Human Resources,1,Human Resources,Travel_Frequently,No,3,3,4,1,3,2,3,0,2,2,2,1,No
Sales,2,Sales Executive,Travel_Rarely,No,3,1,4,4,3,3,6,5,2,2,2,2,No
Research & Development,3,Manager,Travel_Rarely,No,3,3,3,1,3,2,15,2,2,2,2,2,No
Sales,2,Sales Executive,Non-Travel,No,3,2,2,2,3,3,6,8,2,2,2,2,No
Research & Development,4,Research Director,Travel_Frequently,Yes,3,3,3,1,3,3,23,2,2,2,2,2,No
Human Resources,1,Human Resources,Travel_Rarely,Yes,3,2,1,1,3,3,4,4,2,2,2,0,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,3,2,3,2,7,4,2,2,2,0,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,2,3,2,3,7,7,2,2,2,2,Yes
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,4,4,3,2,7,8,2,2,2,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,4,3,1,2,0,4,8,2,2,2,2,No
Sales,3,Sales Executive,Travel_Rarely,Yes,3,3,1,1,2,2,15,6,2,2,2,2,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,3,4,3,3,5,7,2,2,2,2,No
Sales,1,Sales Representative,Travel_Rarely,No,3,2,2,2,3,2,3,0,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,4,1,4,3,4,9,2,2,2,2,Yes
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,3,3,3,2,8,2,2,2,2,2,No
Sales,1,Sales Representative,Travel_Rarely,No,3,3,4,4,3,3,2,1,2,2,2,2,No
Sales,3,Sales Executive,Travel_Rarely,No,3,2,4,3,3,3,9,1,9,8,4,7,Yes
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,2,3,2,4,11,1,11,8,2,7,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,2,3,0,12,1,11,8,5,7,No
Sales,4,Manager,Travel_Frequently,Yes,3,3,4,3,4,3,25,1,25,12,4,12,No
Human Resources,1,Human Resources,Travel_Rarely,No,4,3,3,3,3,3,8,1,8,7,5,7,No
Sales,3,Sales Executive,Travel_Frequently,No,3,3,4,2,3,2,9,1,9,8,3,7,No
Sales,3,Sales Executive,Travel_Rarely,No,4,3,1,2,3,2,24,1,24,13,15,7,No
Sales,3,Sales Executive,Travel_Rarely,No,3,1,4,4,2,2,14,1,14,8,9,8,Yes
Sales,3,Sales Executive,Travel_Frequently,No,3,3,4,2,3,5,11,1,11,10,4,1,No
Sales,5,Manager,Non-Travel,Yes,3,2,3,1,4,2,33,1,33,7,15,12,No
Sales,2,Sales Executive,Travel_Rarely,Yes,4,4,1,1,3,3,8,1,8,0,7,7,No
Sales,2,Sales Executive,Travel_Rarely,No,4,3,3,2,3,3,20,1,20,16,11,6,No
Sales,1,Sales Representative,Travel_Frequently,No,3,3,2,4,2,5,2,1,2,2,2,2,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,4,4,3,0,8,1,8,7,7,4,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,2,3,4,2,3,13,1,13,8,4,8,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,2,3,3,2,13,1,13,12,11,9,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,3,3,3,8,1,8,7,7,7,No
Sales,1,Sales Representative,Non-Travel,No,4,3,4,1,2,3,3,1,3,2,2,2,No
Sales,2,Sales Executive,Travel_Frequently,No,3,3,2,1,3,5,8,1,8,7,7,7,Yes
Sales,3,Sales Executive,Travel_Rarely,No,3,2,3,2,3,2,10,1,10,9,9,0,No
Sales,3,Sales Executive,Non-Travel,No,3,3,4,2,2,3,10,1,10,3,9,7,No
Sales,2,Sales Executive,Travel_Rarely,No,3,4,4,4,3,3,10,1,10,7,5,7,No
Sales,3,Sales Executive,Non-Travel,No,3,3,2,1,3,6,9,1,9,5,7,7,No
Human Resources,5,Manager,Travel_Frequently,No,3,3,2,1,3,2,32,1,32,5,10,7,No
Human Resources,5,Manager,Travel_Rarely,No,3,2,3,4,3,3,22,1,22,7,2,10,No
Sales,1,Sales Representative,Travel_Rarely,No,3,3,2,4,3,2,2,1,2,2,2,2,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,4,3,4,3,9,1,9,8,7,7,Yes
Sales,2,Sales Executive,Travel_Rarely,Yes,4,3,2,2,3,2,8,1,8,7,7,5,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,3,4,2,2,1,18,1,18,14,4,11,No
Sales,2,Sales Executive,Travel_Frequently,No,3,3,2,2,3,3,10,1,10,8,5,3,No
Sales,3,Sales Executive,Travel_Rarely,Yes,3,2,4,3,3,6,16,1,16,7,3,7,Yes
Sales,4,Manager,Non-Travel,No,3,3,3,4,3,2,10,1,10,8,6,0,No
Sales,5,Manager,Travel_Rarely,No,3,1,4,1,3,3,33,1,32,14,6,9,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,3,2,3,8,1,7,7,7,5,No
Sales,2,Sales Executive,Non-Travel,No,3,2,3,2,3,2,15,1,15,10,4,12,No
Human Resources,1,Human Resources,Travel_Rarely,No,3,4,3,3,4,2,7,1,7,6,5,0,No
Sales,3,Sales Executive,Travel_Rarely,No,3,2,1,4,1,3,11,1,11,8,3,10,Yes
Sales,1,Sales Representative,Travel_Rarely,No,3,4,4,3,3,2,2,1,2,1,2,2,No
Sales,3,Sales Executive,Non-Travel,Yes,3,3,3,4,2,5,10,1,10,8,9,6,No
Sales,2,Sales Executive,Non-Travel,No,3,1,2,3,3,4,19,1,19,2,11,9,No
Sales,1,Sales Representative,Travel_Frequently,Yes,3,3,2,4,4,2,3,1,3,2,2,2,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,3,4,6,10,1,10,8,9,6,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,4,4,3,3,6,1,6,2,4,4,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,4,1,3,5,13,1,13,7,9,9,No
